Nombre,Subcategoria,Precio,Ruta de la Imagen,Calorias,Grasas,Carbohidratos,Proteínas,Fibra,Sal,Azúcares,supermercado,Categoria
Sucedáneo de angula refrigerado MSC Mari Marinera de Dia bandeja 200 g,PescadosMariscosAhumados,"2,79 €",https://www.dia.es/product_images/264682/264682_ISO_0_ES.jpg?imwidth=176,171kcal,11g,"8,2g","8,9g",0.0,"2,3g",0.0,Día,Carnes y Pescados
"Langostinos cocidos, calibre 40-60",pescados_mariscos_moluscos,"4,99 €","img_alcampo/pescados_mariscos_moluscos\Langostinos_cocidos,_calibre_40-60_183.jpg",284,7.0,1.9,21.3,0.0,1.3,9.5,Alcampo,Carnes y Pescados
LITORAL Lentejas Riojanas LITORAL 425 g.,Arroz y Legumbres,"3,51 €",img_alcampo/Arroz y Legumbres\LITORAL_Lentejas_Riojanas_LITORAL_425_g._41.jpg,217,14.8,14.9,25.6,0.0,0.3,3.8,Alcampo,Alimentos Básicos
Corazones de alcachofas Vegecampo de Dia frasco 115 g,ConservasCaldosCremas,"1,75 €",https://www.dia.es/product_images/100879/100879_ISO_0_ES.jpg?imwidth=176,17kcal,0g,"2,4g","1,1g",0.0,"0,68g",0.0,Día,Alimentos Procesados
Pizza masa fina 4 quesos Hacendado ultracongelada,Pizzas (congelados),"2,50 €",img_mercadona\Pizzas_(congelados)\Pizzas\Pizza_masa_fina_4_quesos_Hacendado_ultracongelada_2.jpg,296.0,14.2,27.6,14.4,2.62,3.88,1.2,Mercadona,Alimentos Procesados
Barra de pan chapata El molino de Dia bolsa 300 g,PanesHarinasMasas,"0,66 €",https://www.dia.es/product_images/157982/157982_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Alimentos Básicos
Banderillas picantes Vegecampo de Dia frasco 140 g,PatatasFritasEncurtidosFrutosSecos,"1,40 €",https://www.dia.es/product_images/142059/142059_ISO_0_ES.jpg?imwidth=176,20kcal,1g,"2,8g","1,1g",0.0,"3,2g",0.0,Día,Dulces y Snacks
Cerveza especial Estrella Galicia,Cerveza,"0,67 €",img_mercadona\Cerveza\Cerveza_botella_y_botellín\Cerveza_especial_Estrella_Galicia_19.jpg,77.0,1.0,0.0,17.0,0.15,0.03,0.75,Mercadona,Bebidas
Aceite de oliva virgen extra Hojiblanca botella 500 ml,AceitesSalsasEspecias,"7,59 €",https://www.dia.es/product_images/5406/5406_ISO_0_ES.jpg?imwidth=176,821kcal,91g,0g,0g,0.0,0g,0.0,Día,Alimentos Básicos
Pan brioche Selección Mundial de Dia bolsa 500 g,PanesHarinasMasas,"2,79 €",https://www.dia.es/product_images/297058/297058_ISO_0_ES.jpg?imwidth=176,353kcal,11g,55g,"7,7g",0.7854950495049505,"1,2g",0.0,Día,Alimentos Básicos
Barra de pan rústica,Pan de horno,"0,71 €",img_mercadona\Pan_de_horno\Barra_de_pan\Barra_de_pan_rústica_2.jpg,267.12,1.0,55.0,8.59,4.17,1.45,1.44,Mercadona,Alimentos Básicos
Spaghetti al huevo Hacendado,Pasta y fideos,"1,38 €",img_mercadona\Pasta_y_fideos\Spaghetti_y_tallarines\Spaghetti_al_huevo_Hacendado_4.jpg,361.0,1.5,72.0,13.0,3.29,0.61,0.55,Mercadona,Alimentos Básicos
Salmorejo al estilo cordobés Hacendado,Gazpacho y cremas,"2,15 €",img_mercadona\Gazpacho_y_cremas\Gazpacho_y_salmorejo\Salmorejo_al_estilo_cordobés_Hacendado_3.jpg,85.0,6.4,5.1,1.1,1.91,0.94,5.37,Mercadona,Alimentos Procesados
Salsa Barbacoa Hacendado,Otras salsas,"1,15 €",img_mercadona\Otras_salsas\Salsas_para_carnes\Salsa_Barbacoa_Hacendado_0.jpg,150.0,0.1,35.5,1.2,0.5,5.72,17.6,Mercadona,Alimentos Básicos
Mayonesa en sobres individuales,"Mayonesa, ketchup y mostaza","1,25 €","img_mercadona\Mayonesa,_ketchup_y_mostaza\Mayonesa\Mayonesa_en_sobres_individuales_3.jpg",599.0,65.0,2.4,0.6,0.0,1.43,0.6,Mercadona,Alimentos Básicos
Filetes de Gallineta descongelada,Pescado fresco,"4,92 €",img_mercadona\Pescado_fresco\Otros\Filetes_de_Gallineta_descongelada_3.jpg,81.0,1.8,0.5,16.0,0.72,0.22,0.12,Mercadona,Carnes y Pescados
Crema de cacao con avellanas original Nocilla bote 620 g,AzucarChocolatesCaramelos,"5,69 €",https://www.dia.es/product_images/20019/20019_ISO_0_ES.jpg?imwidth=176,545kcal,32g,58g,"4,8g",0.7283347493627867,"0,1g",0.0,Día,Dulces y Snacks
BELMONTE Filetes de anchoa del Cantábrico en aceite de oliva MSC (Pesca sostenible certificada) BELMONTE GOURMET 60 G,ahumados_surimis_anchoas_pulpos_otros,"8,55 €",img_alcampo/ahumados_surimis_anchoas_pulpos_otros\BELMONTE_Filetes_de_anchoa_del_Cantábrico_en_aceite_de_oliva_MSC_(Pesca_sostenible_certificada)_BELMONTE_GOURMET_60_G_25.jpg,242,5.4,29.5,19.6,0.0,0.6,3.7,Alcampo,Carnes y Pescados
Ensalada wrap texas Al Punto Dia bandeja 300 g,Verduras,"2,99 €",https://www.dia.es/product_images/295570/295570_ISO_0_ES.jpg?imwidth=176,189kcal,"9,7g",16g,"9,4g",0.0,"1,3g",0.0,Día,Frutas y Verduras
Mousse de limón Hacendado congelado,Tartas y pasteles,"11,00 €",img_mercadona\Tartas_y_pasteles\Tartas\Mousse_de_limón_Hacendado_congelado_7.jpg,295.0,11.0,44.0,4.4,0.5,0.46,22.55,Mercadona,Dulces y Snacks
Aceitunas pelotin Vegecampo de Dia frasco 250 g,PatatasFritasEncurtidosFrutosSecos,"1,50 €",https://www.dia.es/product_images/273341/273341_ISO_0_ES.jpg?imwidth=176,206kcal,"3,7g",0g,"2,8g",0.0,"3,1g",0.0,Día,Dulces y Snacks
Fritura de pescado Hacendado ultracongelada,Pescado (congelados),"5,45 €",img_mercadona\Pescado_(congelados)\Pescado\Fritura_de_pescado_Hacendado_ultracongelada_13.jpg,158.78,5.2,9.69,18.0,0.39,0.2,0.12,Mercadona,Carnes y Pescados
Tónica pink zero Schweppes,Tónica y bitter,"0,95 €",img_mercadona\Tónica_y_bitter\Tónica_y_bitter\Tónica_pink_zero_Schweppes_12.jpg,34.0,0.0,8.5,0.0,0.0,0.04,0.09,Mercadona,Bebidas
AUCHAN Bífidus desnatado (0% materia grasa) con muesli y fibra 4 x 125 g. Producto Alcampo,Yogures,"1,44 €",img_alcampo/Yogures\AUCHAN_Bífidus_desnatado_(0%_materia_grasa)_con_muesli_y_fibra_4_x_125_g._Producto_Alcampo_55.jpg,165,6.2,2.1,10.6,0.0,1.7,6.1,Alcampo,Lácteos y Huevos
Aceite de oliva virgen extra Carbonell botella 750 ml,AceitesSalsasEspecias,"10,58 €",https://www.dia.es/product_images/18013/18013_ISO_0_ES.jpg?imwidth=176,900kcal,100g,0g,0g,0.0,0g,0.0,Día,Alimentos Básicos
Longaniza clásica extra Hacendado,Embutido curado,"2,80 €",img_mercadona\Embutido_curado\Salchichón\Longaniza_clásica_extra_Hacendado_11.jpg,320.96,23.42,2.43,25.08,0.06,2.27,1.85,Mercadona,Carnes y Pescados
PRODUCTO ALCAMPO Sardinas en tomate 84 g.,Conservas de Pescado,"1,14 €",img_alcampo/Conservas de Pescado\PRODUCTO_ALCAMPO_Sardinas_en_tomate_84_g._100.jpg,189,10.4,15.8,14.9,0.0,0.2,7.1,Alcampo,Alimentos Procesados
Refresco de naranja zero Upss Dia lata 33 cl,AguaRefrescosZumos,"0,35 €",https://www.dia.es/product_images/207361/207361_ISO_0_ES.jpg?imwidth=176,2kcal,0g,"0,5g","0,1g",0.0,"0,04g",0.0,Día,Bebidas
Atún claro en aceite de girasol Mari Marinera de Dia frasco 228 g,ConservasCaldosCremas,"4,95 €",https://www.dia.es/product_images/303963/303963_ISO_0_ES.jpg?imwidth=176,319kcal,"26,9g",0g,"19,2g",0.0,"0,65g",0.0,Día,Alimentos Procesados
Tortitas de maíz sabor jamón ibérico Bicentury bolsa 123 g,GalletasBollosCereales,"2,39 €",https://www.dia.es/product_images/235039/235039_ISO_0_ES.jpg?imwidth=176,443kcal,15g,69g,"6,9g",0.42498364944408107,"1,6g",0.0,Día,Alimentos Procesados
CARRETILLA Albóndigas de merluza con almejas 320 g,Arroz y Legumbres,"4,55 €",img_alcampo/Arroz y Legumbres\CARRETILLA_Albóndigas_de_merluza_con_almejas_320_g_258.jpg,275,8.8,23.2,27.6,0.0,0.5,4.0,Alcampo,Alimentos Básicos
ALCAMPO CULTIVAMOS LO BUENO Almejas japónicas  500 g.,pescados_mariscos_moluscos,"4,59 €",img_alcampo/pescados_mariscos_moluscos\ALCAMPO_CULTIVAMOS_LO_BUENO_Almejas_japónicas__500_g._170.jpg,242,10.0,27.8,11.6,0.0,0.8,5.2,Alcampo,Carnes y Pescados
EL CASERÍO Queso rallado Filatto EL CASERÍO 80 g.,Quesos,"2,48 €",img_alcampo/Quesos\EL_CASERÍO_Queso_rallado_Filatto_EL_CASERÍO_80_g._30.jpg,199,7.6,9.9,26.7,0.0,1.4,9.7,Alcampo,Lácteos y Huevos
Gallitos mostrador - Entero limpio,pescados_mariscos_moluscos,"1,50 €",img_alcampo/pescados_mariscos_moluscos\Gallitos_mostrador_-_Entero_limpio_6.jpg,297,19.2,5.2,23.1,0.0,0.1,6.0,Alcampo,Carnes y Pescados
CENTRAL LECHERA ASTURIANA Pastilla de mantequilla tradicional CENTRAL LECHERA ASTURIANA 1 kg.,Mantequilla,"4,48 €",img_alcampo/Mantequilla\CENTRAL_LECHERA_ASTURIANA_Pastilla_de_mantequilla_tradicional_CENTRAL_LECHERA_ASTURIANA_1_kg._40.jpg,275,7.7,14.0,19.0,0.0,0.3,9.0,Alcampo,Lácteos y Huevos
Garbanzo cocido pedrosillano Hacendado,Legumbres,"1,06 €",img_mercadona\Legumbres\Garbanzos\Garbanzo_cocido_pedrosillano_Hacendado_2.jpg,179.68,6.74,20.81,8.41,6.19,0.11,2.63,Mercadona,Alimentos Básicos
Margarina Natacha tarrina 450 g,LecheHuevosMantequilla,"1,49 €",https://www.dia.es/product_images/189288/189288_ISO_0_ES.jpg?imwidth=176,180kcal,20g,"0,5g","0,5g",0.0,"0,8g",0.0,Día,Lácteos y Huevos
Crema al cacao con avellanas Nocilla original,Chocolate,"3,65 €",img_mercadona\Chocolate\Cremas_de_untar\Crema_al_cacao_con_avellanas_Nocilla_original_3.jpg,129.38,6.79,15.36,1.66,0.0,0,0.0,Mercadona,Dulces y Snacks
AUCHAN Queso rallado en polvo 100 g. Producto Alcampo,Quesos,"1,60 €",img_alcampo/Quesos\AUCHAN_Queso_rallado_en_polvo_100_g._Producto_Alcampo_245.jpg,157,16.6,13.3,10.6,0.0,1.7,4.9,Alcampo,Lácteos y Huevos
Cereales copos de maíz Corn Flakes Hacendado 0% azúcares añadidos,Cereales,"1,50 €",img_mercadona\Cereales\Cereales\Cereales_copos_de_maíz_Corn_Flakes_Hacendado_0%_azúcares_añadidos_4.jpg,112.0,0.3,25.0,2.0,2.59,0.15,6.04,Mercadona,Alimentos Básicos
Chocolate negro 85% cacao Lindt Excellence 100 g,AzucarChocolatesCaramelos,"3,25 €",https://www.dia.es/product_images/14013/14013_ISO_0_ES.jpg?imwidth=176,530kcal,46g,19g,11g,0.0,"0,08g",0.0,Día,Dulces y Snacks
"KNORR Pasta tortellini de jamón, con queso grana padano KNORR 250 g.",Pasta Alimenticia,"2,50 €","img_alcampo/Pasta Alimenticia\KNORR_Pasta_tortellini_de_jamón,_con_queso_grana_padano_KNORR_250_g._111.jpg",289,12.6,10.7,23.1,0.0,0.9,3.3,Alcampo,Alimentos Básicos
"SPINNAKER Arenques con mostaza, ahumados del Norte SPINNAKER 200 g.",ahumados_surimis_anchoas_pulpos_otros,"3,99 €","img_alcampo/ahumados_surimis_anchoas_pulpos_otros\SPINNAKER_Arenques_con_mostaza,_ahumados_del_Norte_SPINNAKER_200_g._206.jpg",254,8.1,9.4,27.1,0.0,0.5,7.6,Alcampo,Carnes y Pescados
Pan de hamburguesa brioche El molino de Dia bolsa 300 g,PanesHarinasMasas,"1,69 €",https://www.dia.es/product_images/297060/297060_ISO_0_ES.jpg?imwidth=176,319kcal,"10,4g",47g,"8,2g",0.0,"0,78g",0.0,Día,Alimentos Básicos
Calendario adviento reyes magos Muller&muller 75 g,AzucarChocolatesCaramelos,"1,75 €",https://www.dia.es/product_images/287565/287565_ISO_0_ES.jpg?imwidth=176,543kcal,30g,62g,6g,0.7283347493627867,"0,07g",0.0,Día,Dulces y Snacks
Yogur cremoso Hacendado con frutos silvestres,Yogures naturales y sabores,"1,20 €",img_mercadona\Yogures_naturales_y_sabores\Yogures_de_sabores\Yogur_cremoso_Hacendado_con_frutos_silvestres_5.jpg,179.68,6.74,20.81,8.41,0.35,0.06,4.41,Mercadona,Lácteos y Huevos
Golosinas pulpos pica pica Trolli bolsa 100 g,AzucarChocolatesCaramelos,"1,09 €",https://www.dia.es/product_images/280179/280179_ISO_0_ES.jpg?imwidth=176,337kcal,0g,78g,"4,8g",0.7283347493627867,"0,2g",0.0,Día,Dulces y Snacks
Agua con gas sabor limón Maison perrier botella 50 cl,AguaRefrescosZumos,"1,05 €",https://www.dia.es/product_images/303100/303100_ISO_0_ES.jpg?imwidth=176,Menos de una kcal,0,0,0,0.0,0,0.0,Día,Bebidas
Tónica berries Toni Tónico de Dia botella 20 cl,AguaRefrescosZumos,"0,79 €",https://www.dia.es/product_images/302938/302938_ISO_0_ES.jpg?imwidth=176,18kcal,0g,"4,2g",0g,0.0,"0,01g",0.0,Día,Bebidas
Calamar troceado Mari Marinera de Dia bolsa 450 g,Congelados,"3,99 €",https://www.dia.es/product_images/286539/286539_ISO_0_ES.jpg?imwidth=176,44kcal,"0,5g",1g,"9,3g",0.0,"1,1g",0.0,Día,Alimentos Procesados
Crema de cacao noir Nocilla bote 180 g,AzucarChocolatesCaramelos,"2,55 €",https://www.dia.es/product_images/282763/282763_ISO_0_ES.jpg?imwidth=176,560kcal,32g,60g,5g,0.7283347493627867,"0,01g",0.0,Día,Dulces y Snacks
Agua mineral con gas grande Aguadoy,Agua,"2,46 €",img_mercadona\Agua\Agua_con_gas\Agua_mineral_con_gas_grande_Aguadoy_3.jpg,0.0,0.0,0.0,0.0,0.0,1.8,0.57,Mercadona,Bebidas
"YOPRO Yogur liquido con proteínas y sabor a mango, sin azúcares añadidos, ni grasa de Danone 291 ml.",Yogures,"1,44 €","img_alcampo/Yogures\YOPRO_Yogur_liquido_con_proteínas_y_sabor_a_mango,_sin_azúcares_añadidos,_ni_grasa_de_Danone_291_ml._200.jpg",248,14.9,8.8,11.6,0.0,1.5,9.3,Alcampo,Lácteos y Huevos
Agua mineral con gas San Pellegrino botella 1 l,AguaRefrescosZumos,"1,36 €",https://www.dia.es/product_images/146199/146199_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Bebidas
Uva blanca sin semillas,Fruta,"2,60 €",img_mercadona\Fruta\Plátano_y_uva\Uva_blanca_sin_semillas_3.jpg,86.32,3.15,13.34,1.22,2.19,0.1,16.47,Mercadona,Frutas y Verduras
OIKOS Yogur griego natural azucarado  de Danone 4 x 110 g.,Yogures,"1,44 €",img_alcampo/Yogures\OIKOS_Yogur_griego_natural_azucarado__de_Danone_4_x_110_g._70.jpg,217,14.7,8.8,18.1,0.0,0.5,4.9,Alcampo,Lácteos y Huevos
Bebida láctea sabor coco +Proteínas Hacendado 0% m.g 0% azúcar 11 g proteínas,Yogures líquidos,"2,20 €",img_mercadona\Yogures_líquidos\Yogures_líquidos\Bebida_láctea_sabor_coco_+Proteínas_Hacendado_0%_m.g_0%_azúcar_11_g_proteínas_16.jpg,62.0,0.5,3.7,12.0,0.35,0.09,3.06,Mercadona,Lácteos y Huevos
Cerveza Pils Krombacher,Cerveza,"3,72 €",img_mercadona\Cerveza\Cerveza_lata\Cerveza_Pils_Krombacher_12.jpg,77.0,1.0,0.0,17.0,0.37,0.05,0.31,Mercadona,Bebidas
Salteado de verduras asadas Hacendado ultracongeladas,Verdura (congelados),"1,70 €",img_mercadona\Verdura_(congelados)\Verdura\Salteado_de_verduras_asadas_Hacendado_ultracongeladas_18.jpg,91.36,2.11,12.64,3.82,2.58,0.14,0.94,Mercadona,Frutas y Verduras
Pizza burger Al Punto Dia caja 445 g,Congelados,"3,99 €",https://www.dia.es/product_images/298449/298449_ISO_0_ES.jpg?imwidth=176,208kcal,"7,4g",25g,"9,4g",0.0,"1,1g",0.0,Día,Alimentos Procesados
Bebida de naranja Hacendado sin azúcares añadidos,Naranja(Zumos),"1,05 €",img_mercadona\Naranja(Zumos)\Naranja\Bebida_de_naranja_Hacendado_sin_azúcares_añadidos_7.jpg,51.5,0.01,12.28,0.55,0.5,0.01,1.6,Mercadona,Bebidas
"ORBE Sardinas en aceite de oliva virgen extra ecológico, bajo en sal ORBE 87 g.",Conservas de Pescado,"1,92 €","img_alcampo/Conservas de Pescado\ORBE_Sardinas_en_aceite_de_oliva_virgen_extra_ecológico,_bajo_en_sal_ORBE_87_g._172.jpg",161,13.2,11.2,28.9,0.0,0.6,9.9,Alcampo,Alimentos Procesados
Medio melón piel de sapo unidad aprox. 1.25 Kg,Fruta,"2,86 €",https://www.dia.es/product_images/265125/265125_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Frutas y Verduras
Ensalada de pasta Listo para Comer,Listo para Comer,"4,00 €",img_mercadona\Listo_para_Comer\Platos_fríos\Ensalada_de_pasta_Listo_para_Comer_3.jpg,127.36,4.41,14.41,7.23,2.33,1.29,2.21,Mercadona,Alimentos Procesados
Filetes lomo al ajillo,Cerdo,"3,88 €",img_mercadona\Cerdo\Cerdo\Filetes_lomo_al_ajillo_20.jpg,206.67,4.88,23.48,17.1,0.0,0.34,0.17,Mercadona,Carnes y Pescados
ALMACIGO Yemas de espárragos 185 g.,Conservas Vegetales,"5,69 €",img_alcampo/Conservas Vegetales\ALMACIGO_Yemas_de_espárragos_185_g._57.jpg,176,13.9,3.3,11.9,0.0,0.4,5.2,Alcampo,Alimentos Procesados
"PULEVA Omega 3 Preparado lacteo desnatado, sin lactosa y enriquecido con ácido oleico y Omega 3 1 l.",Leche,"3,79 €","img_alcampo/Leche\PULEVA_Omega_3_Preparado_lacteo_desnatado,_sin_lactosa_y_enriquecido_con_ácido_oleico_y_Omega_3_1_l._2.jpg",224,14.6,17.3,20.4,0.0,0.7,7.8,Alcampo,Lácteos y Huevos
Pan tostado con tomate Hacendado,Pan tostado y rallado,"1,25 €",img_mercadona\Pan_tostado_y_rallado\Pan_tostado\Pan_tostado_con_tomate_Hacendado_12.jpg,267.0,1.0,55.0,8.6,2.54,0.98,1.89,Mercadona,Alimentos Básicos
ALCAMPO CULTIVAMOS LO BUENO  Pollo campero limpio y entero bandeja.,pollo,"7,77 €",img_alcampo/pollo\ALCAMPO_CULTIVAMOS_LO_BUENO__Pollo_campero_limpio_y_entero_bandeja._26.jpg,268,7.5,10.1,29.5,0.0,0.5,6.6,Alcampo,Carnes y Pescados
DE CECCO Fusilli 500 g.,Pasta Alimenticia,"2,23 €",img_alcampo/Pasta Alimenticia\DE_CECCO_Fusilli_500_g._90.jpg,232,12.6,17.9,20.9,0.0,1.6,3.1,Alcampo,Alimentos Básicos
KRISSIA Barritas de surimi KRISSIA 12 uds. 200 g.,ahumados_surimis_anchoas_pulpos_otros,"2,99 €",img_alcampo/ahumados_surimis_anchoas_pulpos_otros\KRISSIA_Barritas_de_surimi_KRISSIA_12_uds._200_g._185.jpg,206,5.3,17.6,18.3,0.0,0.2,6.0,Alcampo,Carnes y Pescados
Bebida láctea de fresa L-casei,Yogures líquidos,"2,35 €",img_mercadona\Yogures_líquidos\L-Casei\Bebida_láctea_de_fresa_L-casei_0.jpg,52.25,0.56,3.68,9.07,0.28,0.06,3.22,Mercadona,Lácteos y Huevos
Yogur natural desnatado edulcorado Dia Láctea pack 6 x 125 g,YoguresPostres,"1,05 €",https://www.dia.es/product_images/128592/128592_ISO_0_ES.jpg?imwidth=176,39kcal,"0,1g","5,6g","3,9g",0.0,"0,15g",0.0,Día,Lácteos y Huevos
Pimientos rojos Diamir lata 3 x 60 g,ConservasCaldosCremas,"2,15 €",https://www.dia.es/product_images/202646/202646_ISO_0_ES.jpg?imwidth=176,22kcal,"0,2g",4g,1g,0.0,"0,4g",0.0,Día,Alimentos Procesados
Bandeja con pechugas de pollo fileteadas y marinadas al ajillo (ajo y perejil) ALDELÍS,carne_elaborados,"5,45 €",img_alcampo/carne_elaborados\Bandeja_con_pechugas_de_pollo_fileteadas_y_marinadas_al_ajillo_(ajo_y_perejil)_ALDELÍS_37.jpg,239,7.5,18.0,23.5,0.0,0.7,3.6,Alcampo,Carnes y Pescados
Trozos de calamar en su tinta Lamberti lata 3 x 51 g,ConservasCaldosCremas,"2,20 €",https://www.dia.es/product_images/295186/295186_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Alimentos Procesados
Barritas de cereales plátano y chocolate con leche Gran Dia caja 150 g,GalletasBollosCereales,"1,75 €",https://www.dia.es/product_images/43949/43949_ISO_0_ES.jpg?imwidth=176,407kcal,"11,5g","66,5g","6,7g",0.42498364944408107,"0,27g",0.0,Día,Alimentos Procesados
"AUCHAN Leche semidesnatada de vaca, sin lactosa 6 x 1l. Producto Alcampo",Leche,"1,74 €","img_alcampo/Leche\AUCHAN_Leche_semidesnatada_de_vaca,_sin_lactosa_6_x_1l._Producto_Alcampo_53.jpg",188,19.7,27.7,20.8,0.0,0.8,3.6,Alcampo,Lácteos y Huevos
Turrón de chocolate con almendras Hacendado,Turrones,"2,60 €",img_mercadona\Turrones\Turrones\Turrón_de_chocolate_con_almendras_Hacendado_6.jpg,179.68,6.74,20.81,8.41,1.55,0.17,34.01,Mercadona,Dulces y Snacks
Conos de maíz con sabor a queso y bacon Lay's 3D's bolsa 33 g,PatatasFritasEncurtidosFrutosSecos,"0,65 €",https://www.dia.es/product_images/141492/141492_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Dulces y Snacks
Cerveza Stella Artois botella 33 cl,CervezasVinoBebidasAlcoholicas,"1,69 €",https://www.dia.es/product_images/224696/224696_ISO_0_ES.jpg?imwidth=176,41kcal,0g,"3,2g","0,4g",0.0,0g,0.0,Día,Bebidas
Filetes de sardina ahumada Hacendado en aceite de girasol,Salazones y ahumados,"2,05 €",img_mercadona\Salazones_y_ahumados\Ahumados\Filetes_de_sardina_ahumada_Hacendado_en_aceite_de_girasol_4.jpg,245.75,15.75,8.75,16.88,0.0,2.36,0.11,Mercadona,Carnes y Pescados
DE CECCO Pipe rigate 500 g.,Pasta Alimenticia,"2,23 €",img_alcampo/Pasta Alimenticia\DE_CECCO_Pipe_rigate_500_g._196.jpg,298,11.0,26.7,25.9,0.0,0.4,6.9,Alcampo,Alimentos Básicos
"CAMPOFRÍO Mini fuets al queso brie, ideales para tomar como snacks CAMPOFRÍO Snack´in 50 g.",Charcuteria,"1,48 €","img_alcampo/Charcuteria\CAMPOFRÍO_Mini_fuets_al_queso_brie,_ideales_para_tomar_como_snacks_CAMPOFRÍO_Snack´in_50_g._160.jpg",292,9.9,2.4,21.7,0.0,1.9,6.7,Alcampo,Carnes y Pescados
Vino tinto joven D.O. Rioja Faustino Rivero botella 75 cl,CervezasVinoBebidasAlcoholicas,"3,99 €",https://www.dia.es/product_images/137102/137102_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Bebidas
Queso untar light Philadelphia,Queso untable y fresco,"2,79 €",img_mercadona\Queso_untable_y_fresco\Queso_untable\Queso_untar_light_Philadelphia_2.jpg,274.4,20.8,2.38,19.4,0.08,0.56,1.3,Mercadona,Lácteos y Huevos
Café en cápsulas cortado Nescafé Dolce Gusto caja 16 unidades,CafeCacaoInfusiones,"4,89 €",https://www.dia.es/product_images/122969/122969_ISO_0_ES.jpg?imwidth=176,427kcal,"17,2g","45,3g","23,3g",0.0575997340425532,"0,88g",0.0,Día,Bebidas
Corazones de alcachofas Vegecampo de Dia frasco 330 g,ConservasCaldosCremas,"2,80 €",https://www.dia.es/product_images/276528/276528_ISO_0_ES.jpg?imwidth=176,32kcal,1g,5g,2g,0.0,"0,7g",0.0,Día,Alimentos Procesados
Leche semidesnatada de cabra Covap brik 1 l,LecheHuevosMantequilla,"2,13 €",https://www.dia.es/product_images/188442/188442_ISO_0_ES.jpg?imwidth=176,46kcal,"1,6g","4,5g","3,4g",0.0,"0,16g",0.0,Día,Lácteos y Huevos
Queso lonchas light mezcla Entrepinares,"Queso lonchas, rallado y en porciones","2,42 €","img_mercadona\Queso_lonchas,_rallado_y_en_porciones\Queso_lonchas\Queso_lonchas_light_mezcla_Entrepinares_5.jpg",179.68,6.74,20.81,8.41,0.19,1.56,0.14,Mercadona,Lácteos y Huevos
"PULEVA Preparado lacteo desnatado, enriquecido con ácido oleico  Omega 3 1 l.",Leche,"7,62 €","img_alcampo/Leche\PULEVA_Preparado_lacteo_desnatado,_enriquecido_con_ácido_oleico__Omega_3_1_l._18.jpg",175,14.6,4.0,12.2,0.0,1.5,3.4,Alcampo,Lácteos y Huevos
Chocolate extrafino con leche Fussion Hacendado con galletas animadas,Chocolate,"1,35 €",img_mercadona\Chocolate\Chocolate_con_leche\Chocolate_extrafino_con_leche_Fussion_Hacendado_con_galletas_animadas_17.jpg,93.0,4.6,11.6,1.3,1.36,0.01,37.44,Mercadona,Dulces y Snacks
Surtido de lenguas de gato Temptation de Dia caja 60 g,AzucarChocolatesCaramelos,"1,99 €",https://www.dia.es/product_images/302908/302908_ISO_0_ES.jpg?imwidth=176,556kcal,"35,6g","51,2g","6,1g",0.0,"0,16g",0.0,Día,Dulces y Snacks
PRÉSIDENT Leche entera de vaca de origen 100% española 1 l.,Leche,"5,54 €",img_alcampo/Leche\PRÉSIDENT_Leche_entera_de_vaca_de_origen_100%_española_1_l._62.jpg,282,7.7,16.5,17.1,0.0,0.8,7.3,Alcampo,Lácteos y Huevos
Cabecero de lomo Nuestra Alacena de Dia sobre 2 x 70 g,CharcuteriaQuesos,"2,68 €",https://www.dia.es/product_images/300434/300434_ISO_0_ES.jpg?imwidth=176,272kcal,16g,2g,30g,0.0,"3,5g",0.0,Día,Carnes y Pescados
Preparado para hornear en polvo Royal caja 96 g,PanesHarinasMasas,"2,69 €",https://www.dia.es/product_images/142625/142625_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Alimentos Básicos
SALAKIS Queso griego light SALAKIS 150g.,Quesos,"4,88 €",img_alcampo/Quesos\SALAKIS_Queso_griego_light_SALAKIS_150g._184.jpg,282,9.9,17.9,24.0,0.0,0.9,3.7,Alcampo,Lácteos y Huevos
Helado bombón classic 4 unidades Temptation de Dia caja 336 g,Congelados,"1,99 €",https://www.dia.es/product_images/19479/19479_ISO_0_ES.jpg?imwidth=176,316kcal,19g,32g,"3,6g",0.0,"0,24g",0.0,Día,Alimentos Procesados
Cerveza especial Steinburg,Cerveza,"4,08 €",img_mercadona\Cerveza\Cerveza_lata\Cerveza_especial_Steinburg_10.jpg,77.0,1.0,0.0,17.0,0.02,0.0,0.59,Mercadona,Bebidas
Aperitivo frito sabor barbacoa Fritos bolsa 146 g,PatatasFritasEncurtidosFrutosSecos,"1,99 €",https://www.dia.es/product_images/11620/11620_ISO_0_ES.jpg?imwidth=176,538kcal,32g,54g,"5,8g",0.7283347493627867,"1,2g",0.0,Día,Dulces y Snacks
